datetime,date,year,month,day,wday,hour,minute,color,direction,station,problem,type,delay,order,average_rides
2016-11-03T07:24:00Z,11/3/16,2016,11,3,Thu,7,24,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-03T07:46:00Z,11/3/16,2016,11,3,Thu,7,46,Green,Branch Avenue,Fort Totten,a brake problem,Mechanical,8,17,7704
2016-11-03T09:06:00Z,11/3/16,2016,11,3,Thu,9,6,Green,Branch Avenue,Mt. Vernon Sq,a medical emergency,Passenger issue,7,12,4422
2016-11-03T09:06:00Z,11/3/16,2016,11,3,Thu,9,6,Yellow,Huntington,Mt. Vernon Sq,a medical emergency,Passenger issue,15,12,4422
2016-11-03T10:50:00Z,11/3/16,2016,11,3,Thu,10,50,Green,Greenbelt,Anacostia,a medical emergency,Passenger issue,12,6,6480
2016-11-03T12:19:00Z,11/3/16,2016,11,3,Thu,12,19,Yellow,Ft. Totten,Huntington,a signal problem,Mechanical,7,1,7217
2016-11-03T12:35:00Z,11/3/16,2016,11,3,Thu,12,35,Orange,Vienna,Stadium-Armory,an equipment problem,Mechanical,12,21,2422
2016-11-03T13:32:00Z,11/3/16,2016,11,3,Thu,13,32,Yellow,Huntington,Eisenhower Ave,a brake problem,Mechanical,12,2,1609
2016-11-03T14:33:00Z,11/3/16,2016,11,3,Thu,14,33,Yellow,Huntington,Gallery Pl-Chinatown,police activity,Official business,12,11,22636
2016-11-03T15:26:00Z,11/3/16,2016,11,3,Thu,15,26,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,9863
2016-11-03T15:33:00Z,11/3/16,2016,11,3,Thu,15,33,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,5934
2016-11-03T15:38:00Z,11/3/16,2016,11,3,Thu,15,38,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,9863
2016-11-03T15:49:00Z,11/3/16,2016,11,3,Thu,15,49,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,5934
2016-11-03T17:31:00Z,11/3/16,2016,11,3,Thu,17,31,Green,Branch Avenue,L'Enfant Plaza,a door problem,Mechanical,6,9,20526
2016-11-03T17:34:00Z,11/3/16,2016,11,3,Thu,17,34,Orange,Vienna,New Carrollton,a brake problem,Mechanical,6,26,7142
2016-11-03T21:38:00Z,11/3/16,2016,11,3,Thu,21,38,Blue,Largo Town Center,Pentagon City,schedule adherence/improved train spacing,Train delay,6,7,13201
2016-11-03T22:35:00Z,11/3/16,2016,11,3,Thu,22,35,Red,NoMa-Gallaudet,Dupont Circle,an unauthorized person on the track,Track obstruction,11,13,17672
2016-11-02T05:49:00Z,11/2/16,2016,11,2,Wed,5,49,Orange,Vienna,Eastern Market,a door problem,Mechanical,7,19,5341
2016-11-02T07:04:00Z,11/2/16,2016,11,2,Wed,7,4,Yellow,Huntington,Mt. Vernon Sq,a brake problem,Mechanical,6,12,4422
2016-11-02T07:36:00Z,11/2/16,2016,11,2,Wed,7,36,Red,Glenmont,Twinbrook,police activity,Official business,5,3,4178
2016-11-02T07:39:00Z,11/2/16,2016,11,2,Wed,7,39,Green,Branch Avenue,Greenbelt,a brake problem,Mechanical,6,21,5934
2016-11-02T07:41:00Z,11/2/16,2016,11,2,Wed,7,41,Silver,Largo Town Center,Capitol South,a brake problem,Mechanical,9,20,6983
2016-11-02T07:51:00Z,11/2/16,2016,11,2,Wed,7,51,Red,Shady Grove,NoMa-Gallaudet U,a brake problem,Mechanical,6,19,8694
2016-11-02T09:44:00Z,11/2/16,2016,11,2,Wed,9,44,Silver,Wiehle-Reston East,Metro Center,schedule adherence/improved train spacing,Train delay,6,15,24372
2016-11-02T10:58:00Z,11/2/16,2016,11,2,Wed,10,58,Red,Glenmont,Tenleytown-AU,a medical emergency,Passenger issue,4,9,5307
2016-11-02T15:41:00Z,11/2/16,2016,11,2,Wed,15,41,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,9863
2016-11-02T15:58:00Z,11/2/16,2016,11,2,Wed,15,58,Red,Glenmont,Farragut North,a brake problem,Mechanical,8,14,23659
2016-11-02T16:04:00Z,11/2/16,2016,11,2,Wed,16,4,Silver,Largo Town Center,Wiehle-Reston East,did not operate,Train delay,6,1,7497
2016-11-02T16:16:00Z,11/2/16,2016,11,2,Wed,16,16,Silver,Largo Town Center,Wiehle-Reston East,did not operate,Train delay,6,1,7497
2016-11-02T17:04:00Z,11/2/16,2016,11,2,Wed,17,4,Yellow,Huntington,Pentagon City,a door problem,Mechanical,6,7,13201
2016-11-02T17:54:00Z,11/2/16,2016,11,2,Wed,17,54,Yellow,Mt. Vernon Square,Braddock Rd,an equipment problem,Mechanical,9,4,4610
2016-11-02T21:26:00Z,11/2/16,2016,11,2,Wed,21,26,Red,Glenmont,Grosvenor-Strathmore,a brake problem,Mechanical,20,5,5227
2016-11-01T05:00:00Z,11/1/16,2016,11,1,Tue,5,0,Yellow,Huntington,Huntington,an operational problem,Train delay,7,1,7217
2016-11-01T05:27:00Z,11/1/16,2016,11,1,Tue,5,27,Red,Glenmont,Grosvenor-Strathmore,a brake problem,Mechanical,10,5,5227
2016-11-01T05:56:00Z,11/1/16,2016,11,1,Tue,5,56,Silver,Largo Town Center,Stadium-Armory,a brake problem,Mechanical,9,23,2422
2016-11-01T06:04:00Z,11/1/16,2016,11,1,Tue,6,4,Blue,Largo Town Center,King St-Old Town,did not operate,Train delay,8,3,7906
2016-11-01T06:14:00Z,11/1/16,2016,11,1,Tue,6,14,Yellow,Greenbelt,King St-Old Town,striking a deer,Track obstruction,36,3,7906
2016-11-01T06:14:00Z,11/1/16,2016,11,1,Tue,6,14,Red,Shady Grove,Twinbrook,maintenance activity,Maintenance,13,3,4178
2016-11-01T06:18:00Z,11/1/16,2016,11,1,Tue,6,18,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-01T06:37:00Z,11/1/16,2016,11,1,Tue,6,37,Yellow,Huntington,Ronald Reagan National Airport,schedule adherence/improved train spacing,Train delay,6,5,6618
2016-11-01T07:00:00Z,11/1/16,2016,11,1,Tue,7,0,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-11-01T07:51:00Z,11/1/16,2016,11,1,Tue,7,51,Silver,Largo Town Center,Stadium-Armory,a brake problem,Mechanical,6,23,2422
2016-11-01T07:58:00Z,11/1/16,2016,11,1,Tue,7,58,Silver,Wiehle-Reston East,Largo Town Center,a brake problem,Mechanical,6,28,4276
2016-11-01T07:58:00Z,11/1/16,2016,11,1,Tue,7,58,Orange,Vienna,New Carrollton,a brake problem,Mechanical,6,26,7142
2016-11-01T09:11:00Z,11/1/16,2016,11,1,Tue,9,11,Orange,Vienna,New Carrollton,an equipment problem,Mechanical,6,26,7142
2016-11-01T09:55:00Z,11/1/16,2016,11,1,Tue,9,55,Red,NoMa-Gallaudet,Farragut North,a brake problem,Mechanical,4,14,23659
2016-11-01T11:07:00Z,11/1/16,2016,11,1,Tue,11,7,Green,Greenbelt,Congress Heights,a medical emergency,Passenger issue,4,5,2382
2016-11-01T12:55:00Z,11/1/16,2016,11,1,Tue,12,55,Orange,New Carrollton,Minnesota Ave,a brake problem,Mechanical,12,22,2209
2016-11-01T13:28:00Z,11/1/16,2016,11,1,Tue,13,28,Orange,Vienna,Eastern Market,a door problem,Mechanical,3,19,5341
2016-11-01T14:13:00Z,11/1/16,2016,11,1,Tue,14,13,Blue,Largo Town Center,Ronald Reagan National Airport,a brake problem,Mechanical,16,5,6618
2016-11-01T14:36:00Z,11/1/16,2016,11,1,Tue,14,36,Yellow,Ft. Totten,Columbia Heights,maintenance activity,Maintenance,18,15,11401
2016-11-01T15:29:00Z,11/1/16,2016,11,1,Tue,15,29,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7217
2016-11-01T16:32:00Z,11/1/16,2016,11,1,Tue,16,32,Yellow,Huntington,L'Enfant Plaza,police activity,Official business,5,9,20526
2016-11-01T18:41:00Z,11/1/16,2016,11,1,Tue,18,41,Red,NoMa-Gallaudet,Friendship Heights,a medical emergency,Passenger issue,9,8,8178
2016-11-01T19:15:00Z,11/1/16,2016,11,1,Tue,19,15,Orange,New Carrollton,Dunn Loring-Merrifield,an operational problem,Train delay,8,2,4069
2016-11-01T20:28:00Z,11/1/16,2016,11,1,Tue,20,28,Green,Greenbelt,Southern Ave,police activity,Official business,4,4,4726
2016-10-31T06:51:00Z,10/31/16,2016,10,31,Mon,6,51,Silver,Wiehle-Reston East,Federal Triangle,a brake problem,Mechanical,6,16,7622
2016-10-31T07:30:00Z,10/31/16,2016,10,31,Mon,7,30,Yellow,Huntington,Pentagon,a brake problem,Mechanical,12,8,14071
2016-10-31T07:49:00Z,10/31/16,2016,10,31,Mon,7,49,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,4,1,9863
2016-10-31T08:09:00Z,10/31/16,2016,10,31,Mon,8,9,Red,NoMa-Gallaudet,Shady Grove,did not operate,Train delay,6,1,11870
2016-10-31T08:10:00Z,10/31/16,2016,10,31,Mon,8,10,Orange,Vienna,New Carrollton,a brake problem,Mechanical,6,26,7142
2016-10-31T08:15:00Z,10/31/16,2016,10,31,Mon,8,15,Red,NoMa-Gallaudet,Shady Grove,did not operate,Train delay,6,1,11870
2016-10-31T08:21:00Z,10/31/16,2016,10,31,Mon,8,21,Red,NoMa-Gallaudet,Shady Grove,did not operate,Train delay,6,1,11870
2016-10-31T08:28:00Z,10/31/16,2016,10,31,Mon,8,28,Orange,Vienna,New Carrollton,due to an operational problem,Mechanical,9,26,7142
2016-10-31T08:32:00Z,10/31/16,2016,10,31,Mon,8,32,Silver,Wiehle-Reston East,L'Enfant Plaza,maintenance activity,Maintenance,6,18,20526
2016-10-31T08:34:00Z,10/31/16,2016,10,31,Mon,8,34,Silver,Largo Town Center,Farragut West,maintenance activity,Maintenance,6,13,20039
2016-10-31T09:28:00Z,10/31/16,2016,10,31,Mon,9,28,Blue,Largo Town Center,Capitol South,schedule adherence/improved train spacing,Train delay,6,19,6983
2016-10-31T09:52:00Z,10/31/16,2016,10,31,Mon,9,52,Blue,Largo Town Center,Capitol South,due to a brake problem,Mechanical,4,19,6983
2016-10-31T10:22:00Z,10/31/16,2016,10,31,Mon,10,22,Green,Branch Avenue,Shaw-Howard U,a medical emergency,Passenger issue,12,13,4615
2016-10-31T13:56:00Z,10/31/16,2016,10,31,Mon,13,56,Blue,Franconia-Springfield,Smithsonian,police activity,Official business,5,16,9103
2016-10-31T15:14:00Z,10/31/16,2016,10,31,Mon,15,14,Red,NoMa-Gallaudet,Cleveland Park,an operational problem,Train delay,13,11,3856
2016-10-31T15:56:00Z,10/31/16,2016,10,31,Mon,15,56,Blue,Franconia-Springfield,Smithsonian,police activity,Official business,5,16,9103
2016-10-31T16:27:00Z,10/31/16,2016,10,31,Mon,16,27,Green,Greenbelt,Shaw-Howard U,a door problem,Mechanical,9,13,4615
2016-10-31T16:43:00Z,10/31/16,2016,10,31,Mon,16,43,Green,Branch Ave,Greenbelt,did not operate,Train delay,6,21,5934
2016-10-31T16:53:00Z,10/31/16,2016,10,31,Mon,16,53,Orange,Vienna,Metro Center,an operational problem,Train delay,6,13,24372
2016-10-31T17:33:00Z,10/31/16,2016,10,31,Mon,17,33,Orange,New Carrollton,Eastern Market,a brake problem,Mechanical,8,19,5341
2016-10-31T19:39:00Z,10/31/16,2016,10,31,Mon,19,39,Orange,New Carrollton,West Falls Church,a signal problem,Mechanical,4,3,2671
2016-10-31T19:45:00Z,10/31/16,2016,10,31,Mon,19,45,Orange,Vienna,Capitol South,a brake problem,Mechanical,8,18,6983
2016-10-31T22:05:00Z,10/31/16,2016,10,31,Mon,22,5,Orange,Vienna,Federal Center SW,a medical emergency,Passenger issue,5,17,5337
2016-10-31T23:20:00Z,10/31/16,2016,10,31,Mon,23,20,Silver,Largo Town Center,East Falls Church,a signal problem,Mechanical,13,6,4011
2016-10-31T23:33:00Z,10/31/16,2016,10,31,Mon,23,33,Blue,Largo Town Center,Foggy Bottom-GWU,police activity,Official business,14,11,19074
2016-10-31T23:40:00Z,10/31/16,2016,10,31,Mon,23,40,Silver,Largo Town Center,Virginia Square,a door problem,Mechanical,4,8,3634
2016-10-30T07:22:00Z,10/30/16,2016,10,30,Sun,7,22,Orange,Vienna,West Falls Church,maintenance activity,Maintenance,9,3,2671
2016-10-30T08:01:00Z,10/30/16,2016,10,30,Sun,8,1,Blue,Franconia-Springfield,Largo Town Center,an operational problem,Train delay,13,27,4276
2016-10-30T11:24:00Z,10/30/16,2016,10,30,Sun,11,24,Blue,Franconia-Springfield,Stadium-Armory,a brake problem,Mechanical,7,22,2422
2016-10-30T14:02:00Z,10/30/16,2016,10,30,Sun,14,2,Green,Greenbelt,Congress Heights,a medical emergency,Passenger issue,4,5,2382
2016-10-30T14:02:00Z,10/30/16,2016,10,30,Sun,14,2,Red,Shady Grove,White Flint,a medical emergency,Passenger issue,4,4,3505
2016-10-30T15:04:00Z,10/30/16,2016,10,30,Sun,15,4,Blue,Franconia-Springfield,Rosslyn,a door problem,Mechanical,7,10,13295
2016-10-30T17:42:00Z,10/30/16,2016,10,30,Sun,17,42,Orange,Vienna,Eastern Market,a brake problem,Mechanical,12,19,5341
2016-10-30T18:05:00Z,10/30/16,2016,10,30,Sun,18,5,Blue,Franconia-Springfield,Potomac Ave,a brake problem,Mechanical,7,21,3304
2016-10-30T20:27:00Z,10/30/16,2016,10,30,Sun,20,27,Red,NoMa-Gallaudet,Shady Grove,an equipment problem,Mechanical,6,1,11870
2016-10-30T20:43:00Z,10/30/16,2016,10,30,Sun,20,43,Red,NoMa-Gallaudet,Shady Grove,did not operate,Train delay,6,1,11870
2016-10-30T23:40:00Z,10/30/16,2016,10,30,Sun,23,40,Silver,Largo Town Center,Virginia Square,a door problem,Mechanical,4,8,3634
2016-10-29T07:12:00Z,10/29/16,2016,10,29,Sat,7,12,Green,Branch Avenue,Fort Totten,maintenance activity,Maintenance,15,17,7704
2016-10-29T07:35:00Z,10/29/16,2016,10,29,Sat,7,35,Red,Shady Grove,NoMa-Gallaudet U,maintenance activity,Maintenance,6,19,8694
2016-10-29T07:44:00Z,10/29/16,2016,10,29,Sat,7,44,Orange,Vienna,Stadium-Armory,a signal problem,Mechanical,6,21,2422
2016-10-29T09:00:00Z,10/29/16,2016,10,29,Sat,9,0,Blue,Largo Town Center,Franconia-Springfield,striking a deer,Track obstruction,29,1,7066
2016-10-29T12:34:00Z,10/29/16,2016,10,29,Sat,12,34,Silver,Wiehle-Reston East,Stadium-Armory,schedule adherence/improved train spacing,Train delay,12,23,2422
2016-10-29T15:29:00Z,10/29/16,2016,10,29,Sat,15,29,Red,NoMa-Gallaudet,Cleveland Park,a door problem,Mechanical,4,11,3856
2016-10-29T18:00:00Z,10/29/16,2016,10,29,Sat,18,0,Red,NoMa-Gallaudet,Judiciary Sq,a door problem,Mechanical,6,17,8214
2016-10-29T18:01:00Z,10/29/16,2016,10,29,Sat,18,1,Blue,Franconia-Springfield,L'Enfant Plaza,vandalism,Disturbance in carriage,7,17,20526
2016-10-29T19:50:00Z,10/29/16,2016,10,29,Sat,19,50,Red,NoMa-Gallaudet,Shady Grove,a signal problem,Mechanical,29,1,11870
2016-10-29T23:50:00Z,10/29/16,2016,10,29,Sat,23,50,Red,Shady Grove,Friendship Heights,police activity,Official business,26,8,8178
2016-10-28T06:10:00Z,10/28/16,2016,10,28,Fri,6,10,Blue,Largo Town Center,King St-Old Town,an operational problem,Train delay,9,3,7906
2016-10-28T06:52:00Z,10/28/16,2016,10,28,Fri,6,52,Silver,Largo Town Center,Tysons Corner,a brake problem,Mechanical,6,4,3049
2016-10-28T07:14:00Z,10/28/16,2016,10,28,Fri,7,14,Red,Silver Spring,Rhode Island Ave-Brentwood,a brake problem,Mechanical,3,20,5667
2016-10-28T07:30:00Z,10/28/16,2016,10,28,Fri,7,30,Red,Shady Grove,Woodley Park,an equipment problem,Mechanical,8,12,6212
2016-10-28T08:50:00Z,10/28/16,2016,10,28,Fri,8,50,Yellow,Huntington,King St-Old Town,schedule adherence/improved train spacing,Train delay,6,3,7906
2016-10-28T08:58:00Z,10/28/16,2016,10,28,Fri,8,58,Red,Shady Grove,Rhode Island Ave-Brentwood,an equipment problem,Mechanical,4,20,5667
2016-10-28T09:00:00Z,10/28/16,2016,10,28,Fri,9,0,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-10-28T09:10:00Z,10/28/16,2016,10,28,Fri,9,10,Yellow,Huntington,Braddock Rd,an equipment problem,Mechanical,12,4,4610
2016-10-28T09:46:00Z,10/28/16,2016,10,28,Fri,9,46,Silver,Wiehle-Reston East,McLean,a brake problem,Mechanical,8,5,1589
2016-10-28T11:46:00Z,10/28/16,2016,10,28,Fri,11,46,Red,Silver Spring,Shady Grove,did not operate,Train delay,6,1,11870
2016-10-28T12:21:00Z,10/28/16,2016,10,28,Fri,12,21,Red,Shady Grove,Medical Center,an equipment problem,Mechanical,6,6,5511
2016-10-28T17:17:00Z,10/28/16,2016,10,28,Fri,17,17,Blue,Franconia-Springfield,Addison Road,an operational problem,Train delay,12,25,2822
2016-10-28T17:30:00Z,10/28/16,2016,10,28,Fri,17,30,Blue,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,9,27,4276
2016-10-28T18:07:00Z,10/28/16,2016,10,28,Fri,18,7,Silver,Largo Town Center,Tysons Corner,a brake problem,Mechanical,6,4,3049
2016-10-28T20:16:00Z,10/28/16,2016,10,28,Fri,20,16,Red,Shady Grove,Van Ness-UDC,an operational problem,Train delay,6,10,5334
2016-10-28T20:45:00Z,10/28/16,2016,10,28,Fri,20,45,Green,Branch Avenue,Mt. Vernon Sq,a brake problem,Mechanical,12,12,4422
2016-10-28T23:20:00Z,10/28/16,2016,10,28,Fri,23,20,Red,Shady Grove,Glenmont,did not operate,Train delay,17,27,5759
2016-10-27T06:58:00Z,10/27/16,2016,10,27,Thu,6,58,Orange,Vienna,New Carrollton,did not operate,Train delay,6,26,7142
2016-10-27T07:01:00Z,10/27/16,2016,10,27,Thu,7,1,Yellow,Huntington,Greenbelt,did not operate,Train delay,12,21,5934
2016-10-27T07:59:00Z,10/27/16,2016,10,27,Thu,7,59,Red,Silver Spring,Grosvenor-Strathmore,schedule adherence/improved train spacing,Train delay,6,5,5227
2016-10-27T08:00:00Z,10/27/16,2016,10,27,Thu,8,0,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-10-27T08:31:00Z,10/27/16,2016,10,27,Thu,8,31,Yellow,Huntington,King St-Old Town,schedule adherence/improved train spacing,Train delay,6,3,7906
2016-10-27T08:47:00Z,10/27/16,2016,10,27,Thu,8,47,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,9863
2016-10-27T09:09:00Z,10/27/16,2016,10,27,Thu,9,9,Silver,Wiehle-Reston East,Greensboro,a medical emergency,Passenger issue,9,3,1096
2016-10-27T11:06:00Z,10/27/16,2016,10,27,Thu,11,6,Red,Shady Grove,Medical Center,a brake problem,Mechanical,9,6,5511
2016-10-27T12:19:00Z,10/27/16,2016,10,27,Thu,12,19,Silver,Largo Town Center,Clarendon,an equipment problem,Mechanical,12,9,4038
2016-10-27T14:50:00Z,10/27/16,2016,10,27,Thu,14,50,Red,Grosvenor,Glenmont,did not operate,Train delay,6,27,5759
2016-10-27T15:18:00Z,10/27/16,2016,10,27,Thu,15,18,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-10-27T15:20:00Z,10/27/16,2016,10,27,Thu,15,20,Yellow,Mt. Vernon Square,Huntington,did not operate,Train delay,6,1,7217
2016-10-27T15:34:00Z,10/27/16,2016,10,27,Thu,15,34,Green,Greenbelt,Branch Ave,did not operate,Train delay,6,1,5600
2016-10-27T15:38:00Z,10/27/16,2016,10,27,Thu,15,38,Orange,New Carrollton,Vienna-Fairfax,did not operate,Train delay,6,1,9863
2016-10-27T15:42:00Z,10/27/16,2016,10,27,Thu,15,42,Silver,Wiehle-Reston East,Largo Town Center,did not operate,Train delay,6,28,4276
2016-10-27T15:46:00Z,10/27/16,2016,10,27,Thu,15,46,Silver,Largo Town Center,Wiehle-Reston East,did not operate,Train delay,6,1,7497
2016-10-27T16:06:00Z,10/27/16,2016,10,27,Thu,16,6,Blue,Franconia-Springfield,Ronald Reagan National Airport,a medical emergency,Passenger issue,4,5,6618
2016-10-27T16:56:00Z,10/27/16,2016,10,27,Thu,16,56,Yellow,Mt. Vernon Square,Eisenhower Ave,a door problem,Mechanical,7,2,1609
2016-10-27T20:51:00Z,10/27/16,2016,10,27,Thu,20,51,Orange,Vienna,Vienna-Fairfax,a brake problem,Mechanical,12,1,9863
2016-10-27T20:58:00Z,10/27/16,2016,10,27,Thu,20,58,Blue,Franconia-Springfield,Largo Town Center,an operational problem,Train delay,12,27,4276
2016-10-27T21:36:00Z,10/27/16,2016,10,27,Thu,21,36,Blue,Largo Town Center,Braddock Rd,a door problem,Mechanical,4,4,4610
2016-10-27T22:55:00Z,10/27/16,2016,10,27,Thu,22,55,Green,Ft. Totten,Prince George's Plaza,a door problem,Mechanical,4,19,4462
2016-10-26T06:44:00Z,10/26/16,2016,10,26,Wed,6,44,Red,Silver Spring,Rhode Island Ave-Brentwood,a brake problem,Mechanical,4,20,5667
2016-10-26T06:56:00Z,10/26/16,2016,10,26,Wed,6,56,Red,Silver Spring,White Flint,a door problem,Mechanical,4,4,3505
2016-10-26T07:03:00Z,10/26/16,2016,10,26,Wed,7,3,Red,Silver Spring,Grosvenor-Strathmore,a brake problem,Mechanical,5,5,5227
2016-10-26T07:22:00Z,10/26/16,2016,10,26,Wed,7,22,Orange,New Carrollton,New Carrollton,an equipment problem,Mechanical,6,26,7142
2016-10-26T07:35:00Z,10/26/16,2016,10,26,Wed,7,35,Red,Silver Spring,Grosvenor-Strathmore,schedule adherence/improved train spacing,Train delay,6,5,5227
2016-10-26T07:57:00Z,10/26/16,2016,10,26,Wed,7,57,Silver,Wiehle-Reston East,Virginia Square,a brake problem,Mechanical,8,8,3634
2016-10-26T08:37:00Z,10/26/16,2016,10,26,Wed,8,37,Silver,Largo Town Center,Rosslyn,a door problem,Mechanical,6,11,13295
2016-10-26T08:38:00Z,10/26/16,2016,10,26,Wed,8,38,Red,Shady Grove,Silver Spring,schedule adherence/improved train spacing,Train delay,6,24,12403
2016-10-26T08:56:00Z,10/26/16,2016,10,26,Wed,8,56,Red,Glenmont,Silver Spring,a brake problem,Mechanical,4,24,12403
2016-10-26T09:28:00Z,10/26/16,2016,10,26,Wed,9,28,Red,Glenmont,Shady Grove,a signal problem,Mechanical,12,1,11870
2016-10-26T10:50:00Z,10/26/16,2016,10,26,Wed,10,50,Green,Greenbelt,Anacostia,an object in the track,Track obstruction,12,6,6480
2016-10-26T11:45:00Z,10/26/16,2016,10,26,Wed,11,45,Red,Silver Spring,Grosvenor-Strathmore,an equipment problem,Mechanical,6,5,5227
2016-10-26T12:08:00Z,10/26/16,2016,10,26,Wed,12,8,Red,Silver Spring,Gallery Pl-Chinatown,maintenance activity,Maintenance,14,16,22636
2016-10-26T12:15:00Z,10/26/16,2016,10,26,Wed,12,15,Red,Shady Grove,Woodley Park,police activity,Official business,12,12,6212
2016-10-26T12:31:00Z,10/26/16,2016,10,26,Wed,12,31,Green,Branch Avenue,Greenbelt,did not operate,Train delay,12,21,5934
2016-10-26T15:20:00Z,10/26/16,2016,10,26,Wed,15,20,Yellow,Huntington,U St-Cardozo,a brake problem,Mechanical,7,14,6671
2016-10-26T15:22:00Z,10/26/16,2016,10,26,Wed,15,22,Red,Silver Spring,Shady Grove,did not operate,Train delay,3,1,11870
2016-10-26T15:51:00Z,10/26/16,2016,10,26,Wed,15,51,Green,Branch Avenue,Greenbelt,did not operate,Train delay,6,21,5934
2016-10-26T15:54:00Z,10/26/16,2016,10,26,Wed,15,54,Silver,Largo Town Center,Wiehle-Reston East,did not operate,Train delay,6,1,7497
2016-10-26T16:26:00Z,10/26/16,2016,10,26,Wed,16,26,Red,Grosvenor,Silver Spring,a door problem,Mechanical,6,24,12403
2016-10-26T16:32:00Z,10/26/16,2016,10,26,Wed,16,32,Silver,Largo Town Center,East Falls Church,an equipment problem,Mechanical,4,6,4011
2016-10-26T16:34:00Z,10/26/16,2016,10,26,Wed,16,34,Silver,Wiehle-Reston East,Smithsonian,a door problem,Mechanical,12,17,9103
2016-10-26T16:39:00Z,10/26/16,2016,10,26,Wed,16,39,Green,Greenbelt,Columbia Heights,police activity,Official business,4,15,11401
2016-10-26T18:24:00Z,10/26/16,2016,10,26,Wed,18,24,Red,Shady Grove,Rhode Island Ave-Brentwood,an equipment problem,Mechanical,9,20,5667
2016-10-26T19:29:00Z,10/26/16,2016,10,26,Wed,19,29,Red,Glenmont,Van Ness-UDC,a door problem,Mechanical,6,10,5334
2016-10-26T19:41:00Z,10/26/16,2016,10,26,Wed,19,41,Red,Shady Grove,Gallery Pl-Chinatown,an equipment problem,Mechanical,4,16,22636
2016-10-26T19:41:00Z,10/26/16,2016,10,26,Wed,19,41,Blue,Franconia-Springfield,Smithsonian,an equipment problem,Mechanical,12,16,9103
2016-10-26T20:50:00Z,10/26/16,2016,10,26,Wed,20,50,Blue,Franconia-Springfield,Ronald Reagan National Airport,an operational problem,Train delay,12,5,6618
